0.0000,0.64722
100.0000,0.63585
200.0000,0.68006
300.0000,0.65815
400.0000,0.65930
500.0000,0.65418
600.0000,0.54290
700.0000,0.65414
800.0000,0.63685
900.0000,0.67932
1000.0000,0.72091
1100.0000,0.75558
1200.0000,0.58831
1300.0000,0.64450
1400.0000,0.66509
1500.0000,0.61902
1600.0000,0.93981
1700.0000,0.55212
1800.0000,0.76995
1900.0000,0.73091
2000.0000,0.13560
2100.0000,0.50267
2200.0000,0.61029
2300.0000,0.28212
2400.0000,1.30572
2500.0000,1.08088
2600.0000,1.11598
2700.0000,1.03204
2800.0000,1.17928
2900.0000,0.76263
3000.0000,0.78846
3100.0000,1.10916
3200.0000,0.73085
3300.0000,0.91055
3400.0000,1.23824
3500.0000,0.72767
3600.0000,1.05366
3700.0000,1.15836
3800.0000,1.12216
3900.0000,0.99009
4000.0000,0.76784
4100.0000,1.06749
4200.0000,0.98733
4300.0000,0.85768
4400.0000,0.55815
4500.0000,1.18112
4600.0000,0.96195
4700.0000,0.72177
4800.0000,0.74178
4900.0000,0.95740
5000.0000,0.73873
5100.0000,0.91082
5200.0000,0.89035
5300.0000,1.00598
5400.0000,1.05715
5500.0000,1.02914
5600.0000,1.09513
5700.0000,1.29798
5800.0000,1.12141
5900.0000,1.15170
6000.0000,0.50711
6100.0000,1.10818
6200.0000,1.10658
6300.0000,0.97884
6400.0000,0.73259
6500.0000,0.94436
6600.0000,0.90839
6700.0000,0.69020
6800.0000,1.35707
6900.0000,1.33712
7000.0000,0.83044
7100.0000,0.93130
7200.0000,0.68952
7300.0000,0.86293
7400.0000,0.61089
7500.0000,0.82905
7600.0000,0.77078
7700.0000,0.77168
7800.0000,0.65866
7900.0000,1.16724
8000.0000,0.48094
8100.0000,1.04418
8200.0000,0.84455
8300.0000,0.71424
8400.0000,0.83417
8500.0000,0.87800
8600.0000,0.84864
8700.0000,0.97814
8800.0000,0.96178
8900.0000,0.97276
9000.0000,0.79380
9100.0000,1.00531
9200.0000,0.72843
9300.0000,0.83975
9400.0000,1.08290
9500.0000,0.86122
9600.0000,0.83474
9700.0000,0.87903
9800.0000,1.13743
9900.0000,0.90177
10000.0000,0.55781
10100.0000,1.10091
10200.0000,0.80149
10300.0000,1.37167
10400.0000,0.77188
10500.0000,0.80688
10600.0000,0.92272
10700.0000,0.99890
10800.0000,1.12354
10900.0000,0.85453
11000.0000,0.78886
11100.0000,1.17046
11200.0000,0.74601
11300.0000,0.79001
11400.0000,0.79483
11500.0000,0.84392
11600.0000,0.80779
11700.0000,0.98054
11800.0000,0.58336
11900.0000,0.53812
12000.0000,0.69434
12100.0000,0.84194
12200.0000,0.45809
12300.0000,0.45732
12400.0000,0.53111
12500.0000,0.68207
12600.0000,0.80402
12700.0000,1.06869
12800.0000,0.77001
12900.0000,0.71954
13000.0000,0.72888
13100.0000,0.92626
13200.0000,1.18174
13300.0000,0.62606
13400.0000,0.51648
13500.0000,0.81364
13600.0000,0.71186
13700.0000,0.83946
13800.0000,0.67117
13900.0000,0.51736
14000.0000,1.24285
14100.0000,0.74228
14200.0000,0.95429
14300.0000,1.07131
14400.0000,0.75277
14500.0000,0.74456
14600.0000,0.54504
14700.0000,0.81508
14800.0000,0.68558
14900.0000,0.85980
15000.0000,0.86044
15100.0000,0.62059
